	5.50_0.70	5.82_0.70	6.14_0.70	6.45_0.70	6.77_0.70	7.09_0.70	7.41_0.70	7.73_0.70	8.05_0.70	8.36_0.70	8.68_0.70	9.00_0.70	5.50_0.95	5.82_0.95	6.14_0.95	6.45_0.95	6.77_0.95	7.09_0.95	7.41_0.95	7.73_0.95	8.05_0.95	8.36_0.95	8.68_0.95	9.00_0.95	5.50_1.21	5.82_1.21	6.14_1.21	6.45_1.21	6.77_1.21	7.09_1.21	7.41_1.21	7.73_1.21	8.05_1.21	8.36_1.21	8.68_1.21	9.00_1.21	5.50_1.47	5.82_1.47	6.14_1.47	6.45_1.47	6.77_1.47	7.09_1.47	7.41_1.47	7.73_1.47	8.05_1.47	8.36_1.47	8.68_1.47	9.00_1.47	5.50_1.72	5.82_1.72	6.14_1.72	6.45_1.72	6.77_1.72	7.09_1.72	7.41_1.72	7.73_1.72	8.05_1.72	8.36_1.72	8.68_1.72	9.00_1.72	5.50_1.98	5.82_1.98	6.14_1.98	6.45_1.98	6.77_1.98	7.09_1.98	7.41_1.98	7.73_1.98	8.05_1.98	8.36_1.98	8.68_1.98	9.00_1.98	5.50_2.23	5.82_2.23	6.14_2.23	6.45_2.23	6.77_2.23	7.09_2.23	7.41_2.23	7.73_2.23	8.05_2.23	8.36_2.23	8.68_2.23	9.00_2.23	5.50_2.49	5.82_2.49	6.14_2.49	6.45_2.49	6.77_2.49	7.09_2.49	7.41_2.49	7.73_2.49	8.05_2.49	8.36_2.49	8.68_2.49	9.00_2.49	5.50_2.74	5.82_2.74	6.14_2.74	6.45_2.74	6.77_2.74	7.09_2.74	7.41_2.74	7.73_2.74	8.05_2.74	8.36_2.74	8.68_2.74	9.00_2.74	5.50_3.00	5.82_3.00	6.14_3.00	6.45_3.00	6.77_3.00	7.09_3.00	7.41_3.00	7.73_3.00	8.05_3.00	8.36_3.00	8.68_3.00	9.00_3.00
0	-2.0744665882474043	-1.7393653963070674	-1.6005475395504634	-1.5515423919108637	-1.5333074545241046	-1.5322681320622684	-1.5345887997536896	-1.5392368020889662	-1.5432861354316465	-1.5432273410154123	-1.547887419502431	-1.5509621973431624	-2.3622193865537993	-1.9052850404803943	-1.6667718814824612	-1.5783933011534896	-1.543190049309095	-1.5336234382461489	-1.5326574475796952	-1.536739659495272	-1.5392122843603315	-1.544098423428534	-1.546316280081576	-1.5495177344404063	-2.6467870073371995	-2.1441540946535724	-1.8013333414262709	-1.6270089952206592	-1.5614566632271576	-1.5377066503561043	-1.5325940549185242	-1.5344750833699827	-1.5362354658089619	-1.541932140297289	-1.544796059040404	-1.5475010634340278	-2.8769909999672865	-2.406178377304919	-2.0069828270644354	-1.7377935777187927	-1.595772267959432	-1.5508592658311038	-1.5349474804274938	-1.5328714914300525	-1.53486025040247	-1.5381696207371542	-1.5426796545296768	-1.54481764764209	-3.1050940509218092	-2.6575918378630834	-2.2556123077007055	-1.9181137247634474	-1.6837902776242126	-1.5862075227186616	-1.54502179893622	-1.533242302174992	-1.5330741917507138	-1.5354138697575066	-1.5397022211998246	-1.5438382519623917	-3.2817962712088633	-2.8563385917361814	-2.499117340872245	-2.1524390625434435	-1.8489159154493624	-1.655445896020312	-1.5708381649389367	-1.5410611026593082	-1.5329790408479398	-1.5333556292707498	-1.5366055116036068	-1.5407867593727704	-3.4315922160438745	-3.031128614531125	-2.7051590069822633	-2.3899453237127326	-2.070238279449853	-1.7927841359600405	-1.6284388794812863	-1.5611980002349992	-1.538435547525176	-1.5328930341231943	-1.5339256931140282	-1.5377608368165434	-3.5607815711967947	-3.1635829623608216	-2.8812842827751406	-2.600838352886178	-2.3102382380121727	-2.0041519706016335	-1.752819774084887	-1.6068829861296092	-1.5542312847987931	-1.5358453186705465	-1.532447682164448	-1.5350040277713803	-3.6810436062571354	-3.313533683407877	-3.0317749432236734	-2.7889172298050577	-2.5296852344620935	-2.243431605464599	-1.943951186875781	-1.712228791508189	-1.5905922118595222	-1.5485768678079752	-1.534606642630783	-1.533042618431081	-3.77871966367921	-3.4162733845126807	-3.1644378078519915	-2.940357921200344	-2.717947949685346	-2.467366868227182	-2.176860086183286	-1.8886831592558795	-1.676843517461871	-1.5781651712213813	-1.5445751578035696	-1.5333485763711499
