	5.50_0.30	5.82_0.30	6.14_0.30	6.45_0.30	6.77_0.30	7.09_0.30	7.41_0.30	7.73_0.30	8.05_0.30	8.36_0.30	8.68_0.30	9.00_0.30	5.50_0.55	5.82_0.55	6.14_0.55	6.45_0.55	6.77_0.55	7.09_0.55	7.41_0.55	7.73_0.55	8.05_0.55	8.36_0.55	8.68_0.55	9.00_0.55	5.50_0.79	5.82_0.79	6.14_0.79	6.45_0.79	6.77_0.79	7.09_0.79	7.41_0.79	7.73_0.79	8.05_0.79	8.36_0.79	8.68_0.79	9.00_0.79	5.50_1.04	5.82_1.04	6.14_1.04	6.45_1.04	6.77_1.04	7.09_1.04	7.41_1.04	7.73_1.04	8.05_1.04	8.36_1.04	8.68_1.04	9.00_1.04	5.50_1.28	5.82_1.28	6.14_1.28	6.45_1.28	6.77_1.28	7.09_1.28	7.41_1.28	7.73_1.28	8.05_1.28	8.36_1.28	8.68_1.28	9.00_1.28	5.50_1.53	5.82_1.53	6.14_1.53	6.45_1.53	6.77_1.53	7.09_1.53	7.41_1.53	7.73_1.53	8.05_1.53	8.36_1.53	8.68_1.53	9.00_1.53	5.50_1.77	5.82_1.77	6.14_1.77	6.45_1.77	6.77_1.77	7.09_1.77	7.41_1.77	7.73_1.77	8.05_1.77	8.36_1.77	8.68_1.77	9.00_1.77	5.50_2.02	5.82_2.02	6.14_2.02	6.45_2.02	6.77_2.02	7.09_2.02	7.41_2.02	7.73_2.02	8.05_2.02	8.36_2.02	8.68_2.02	9.00_2.02	5.50_2.26	5.82_2.26	6.14_2.26	6.45_2.26	6.77_2.26	7.09_2.26	7.41_2.26	7.73_2.26	8.05_2.26	8.36_2.26	8.68_2.26	9.00_2.26	5.50_2.51	5.82_2.51	6.14_2.51	6.45_2.51	6.77_2.51	7.09_2.51	7.41_2.51	7.73_2.51	8.05_2.51	8.36_2.51	8.68_2.51	9.00_2.51	5.50_2.75	5.82_2.75	6.14_2.75	6.45_2.75	6.77_2.75	7.09_2.75	7.41_2.75	7.73_2.75	8.05_2.75	8.36_2.75	8.68_2.75	9.00_2.75	5.50_3.00	5.82_3.00	6.14_3.00	6.45_3.00	6.77_3.00	7.09_3.00	7.41_3.00	7.73_3.00	8.05_3.00	8.36_3.00	8.68_3.00	9.00_3.00
0	-0.7415918625774534	-0.6644660859756257	-0.6355217265986542	-0.620993333366214	-0.6149826027060263	-0.6123900560978786	-0.613815732069563	-0.6093476660801376	-0.6083682142935107	-0.619571913396901	-0.6269965976751768	-0.6363900231198514	-0.8103463544451259	-0.692225982568872	-0.6453726704341338	-0.6282157074885808	-0.6199361734326928	-0.6162587226953709	-0.6138944490567319	-0.613177236338221	-0.6132914168869781	-0.6153104566492862	-0.6211169974615702	-0.6361870502163289	-0.9183214195135352	-0.7436161977519514	-0.6682464827885074	-0.6392327754657915	-0.625658652761692	-0.6182450249688795	-0.6143506147859518	-0.6132031290049029	-0.6143814178931502	-0.6150317706216266	-0.6173743533514833	-0.6285028351724286	-1.0784651530157752	-0.8323670320077184	-0.7080248468443211	-0.6532021533011944	-0.6339194087262546	-0.6216230554276102	-0.6096862805490074	-0.6144342008446633	-0.613702925968525	-0.6134276818031802	-0.6166537077737857	-0.6219622407169412	-1.2897499614206556	-0.96911704907382	-0.7812530737028652	-0.6864479759359182	-0.6476578288774318	-0.6295438027730464	-0.6202926884865827	-0.6159582964950642	-0.6140126970956113	-0.6138012953285101	-0.6134414955861008	-0.6178064527537426	-1.5211827661990491	-1.1582370518990404	-0.8991328526705953	-0.7466783759436236	-0.6718804214841311	-0.6415379358410855	-0.6262667240144986	-0.6189085662342715	-0.6151859943565978	-0.6137881368847025	-0.6137964297963993	-0.6148694393117118	-1.732319720182221	-1.3775587501041457	-1.069462530956754	-0.8491645843598044	-0.7212691839810675	-0.6612971920706604	-0.6365309202850709	-0.624113562152797	-0.6177774477474072	-0.6145693197189298	-0.6137303055462605	-0.6138093264270919	-1.9109963714783327	-1.5882100036314362	-1.278551459455085	-1.0017222232064553	-0.809534226452232	-0.7017683869192224	-0.653300474296399	-0.6323863832356504	-0.6219776828922098	-0.6165709460550844	-0.6145412491367319	-0.6138727542264881	-2.062672857815312	-1.7694530665021253	-1.4908279395755937	-1.2000851957163137	-0.9459960830898164	-0.7770928414088286	-0.6857200449669096	-0.6471772547953134	-0.6296570680809019	-0.6204334216993159	-0.6157094050406268	-0.6138437153755542	-2.193970117510448	-1.923536101063328	-1.6775359569233224	-1.4133063100240626	-1.131753893857467	-0.8977771621250902	-0.7490143770450437	-0.6732791347702699	-0.6414542182204351	-0.6270135961772113	-0.6189122430002834	-0.6154687769546392	-2.310309721332954	-2.057157070043203	-1.8363962107761596	-1.606761236856603	-1.3432464976099023	-1.069167457261615	-0.855267090499129	-0.7257760827436397	-0.6633167512062182	-0.6369579548288723	-0.6247531808103806	-0.6175937281136697	-2.414472114878432	-2.175103606466364	-1.9736267134219632	-1.7719320225473116	-1.5440182781203156	-1.2766965550342797	-1.0118917949911008	-0.8185267161227809	-0.7063426987445506	-0.6555949056243988	-0.633492583926571	-0.6228875877527305
